Features_2022,Features_2021,Features_2020,Features_2019,Features_2018
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14
문A2-3) 기관 유형__(6)시민참여교육_1,문A2-3) 기관 유형__(6)시민참여교육_1,문A2-3) 기관 유형__(6)시민참여교육_1,문A2-3) 기관 유형__(6)시민참여교육_1,문A2-3) 기관 유형__(6)시민참여교육_1
문A2-6) 연간참여시간__(6)시민참여교육_1,문A2-6) 연간참여시간__(6)시민참여교육_1,문A2-6) 연간참여시간__(6)시민참여교육_1,문A2-6) 연간참여시간__(6)시민참여교육_1,문A2-6) 연간참여시간__(6)시민참여교육_1
문A2-8) 학습비 외부 지원여부__(6)시민참여교육_1,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_1,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_1,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_1,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_1
문A2-9) 학습비 외부 지원기관__(6)시민참여교육_1,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_1,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_1,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_1,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_1
문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-2
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-4
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-5
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-6
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,0
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30
문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2
문A2-10) 프로그램만족도__(6)시민참여교육_2,문A2-10) 프로그램만족도__(6)시민참여교육_2,문A2-10) 프로그램만족도__(6)시민참여교육_2,문A2-10) 프로그램만족도__(6)시민참여교육_2,문A2-10) 프로그램만족도__(6)시민참여교육_2
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-4
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-7,0
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)2,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)2,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)2,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)2,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)2
문A2-1) 프로그램 유형__(6)시민참여교육_3,문A2-1) 프로그램 유형__(6)시민참여교육_3,문A2-1) 프로그램 유형__(6)시민참여교육_3,문A2-1) 프로그램 유형__(6)시민참여교육_3,문A2-1) 프로그램 유형__(6)시민참여교육_3
문A2-2) 프로그램 형태__(6)시민참여교육_3,문A2-2) 프로그램 형태__(6)시민참여교육_3,문A2-2) 프로그램 형태__(6)시민참여교육_3,문A2-2) 프로그램 형태__(6)시민참여교육_3,문A2-2) 프로그램 형태__(6)시민참여교육_3
문A2-7) 자기부담학습비__(6)시민참여교육_3,문A2-7) 자기부담학습비__(6)시민참여교육_3,문A2-7) 자기부담학습비__(6)시민참여교육_3,문A2-7) 자기부담학습비__(6)시민참여교육_3,문A2-7) 자기부담학습비__(6)시민참여교육_3
문A2-8) 학습비 외부 지원여부__(6)시민참여교육_3,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_3,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_3,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_3,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_3
문A2-9) 학습비 외부 지원기관__(6)시민참여교육_3,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_3,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_3,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_3,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_3
문A2-10) 프로그램만족도__(6)시민참여교육_3,문A2-10) 프로그램만족도__(6)시민참여교육_3,문A2-10) 프로그램만족도__(6)시민참여교육_3,문A2-10) 프로그램만족도__(6)시민참여교육_3,문A2-10) 프로그램만족도__(6)시민참여교육_3
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-3
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-5
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-6
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-7,0
0,0,0,문F1(외국어수준)-(2).귀하의 현재 외국어 수준은 어느 정도이십니까? - 4)기타,문F1(외국어수준)-(2).귀하의 현재 외국어 수준은 어느 정도이십니까? - 4)기타
0,0,0,0,문F2.지난 1년 간(2017년 7월 ~ 2018년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 1)영어
0,0,0,0,문F2.지난 1년 간(2017년 7월 ~ 2018년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 2)중국어
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대
0,0,0,0,문F2.지난 1년 간(2017년 7월 ~ 2018년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 3)일본어
문A3-3) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__교양 함양이나 지식 습득 등 자기 계발,문A3-3) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__교양 함양이나 지식 습득 등 자기 계발,문A3-3) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__교양 함양이나 지식 습득 등 자기 계발,문A3-3) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__교양 함양이나 지식 습득 등 자기 계발,문A3-3) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__교양 함양이나 지식 습득 등 자기 계발
0,0,0,0,문F2.지난 1년 간(2017년 7월 ~ 2018년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 4)기타
문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움
0,0,0,0,문F3.지난 1년 간(2017년 7월 ~ 2018년 6월) 얼마나 자주 인터넷을 활용하셨습니까? - 1)정보검색
0,0,0,0,문F3.지난 1년 간(2017년 7월 ~ 2018년 6월) 얼마나 자주 인터넷을 활용하셨습니까? - 2)온라인쇼핑
0,0,0,0,문F3.지난 1년 간(2017년 7월 ~ 2018년 6월) 얼마나 자주 인터넷을 활용하셨습니까? - 3)은행업무
문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정
0,0,0,0,문F3.지난 1년 간(2017년 7월 ~ 2018년 6월) 얼마나 자주 인터넷을 활용하셨습니까? - 4)이메일
문A3-9) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__친목도모 증진,문A3-9) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__친목도모 증진,문A3-9) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__친목도모 증진,문A3-9) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__친목도모 증진,문A3-9) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__친목도모 증진
