,Features_2022,Features_2021,Features_2020,Features_2019,Features_2018
742,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_2,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_2,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_2,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_2,문A2-1) 프로그램 유형__(5)문화예술스포츠교육_2
743,문A2-6) 연간참여시간__(3)직업능력향상교육_5,문A2-6) 연간참여시간__(3)직업능력향상교육_5,0,0,0
744,문B1-8) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__도서관 등을 방문해서 새로운 사실을 배운 적이 있다,문B1-8) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__도서관 등을 방문해서 새로운 사실을 배운 적이 있다,문B1-8) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__도서관 등을 방문해서 새로운 사실을 배운 적이 있다,문B1-8) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__도서관 등을 방문해서 새로운 사실을 배운 적이 있다,문B1-8) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__도서관 등을 방문해서 새로운 사실을 배운 적이 있다
745,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_2,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_2,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_2,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_2,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_2
746,문A2-7) 자기부담학습비__(3)직업능력향상교육_5,문A2-7) 자기부담학습비__(3)직업능력향상교육_5,0,0,0
747,문B1-11) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__기타,문B1-11) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__기타,문B1-11) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__기타,문B1-11) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__기타,문B1-11) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__기타
748,0,0,0,0,문D1(희망여부).앞으로 참여하길 희망하는 프로그램은 무엇입니까? - 형식교육 -1)초/중/고등학교 졸업학력(인정)과정
749,문A2-3) 기관 유형__(5)문화예술스포츠교육_2,문A2-3) 기관 유형__(5)문화예술스포츠교육_2,문A2-3) 기관 유형__(5)문화예술스포츠교육_2,문A2-3) 기관 유형__(5)문화예술스포츠교육_2,문A2-3) 기관 유형__(5)문화예술스포츠교육_2
750,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_5,문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_5,0,0,0
751,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)5,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)5,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)5,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)5,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)5
752,0,0,0,문B3-13)자격증 취득가능여부-1-(5)시민참여교육,0
753,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)6,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)6,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)6,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)6,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)6
754,문A2-9) 학습비 외부 지원기관__(3)직업능력향상교육_5,문A2-9) 학습비 외부 지원기관__(3)직업능력향상교육_5,0,0,0
755,0,0,0,0,문D1(희망여부).앞으로 참여하길 희망하는 프로그램은 무엇입니까? - 형식교육 -6)대학원(석사/박사)
756,문A2-10) 프로그램만족도__(3)직업능력향상교육_5,문A2-10) 프로그램만족도__(3)직업능력향상교육_5,0,0,0
757,0,0,0,0,문D1(희망여부).앞으로 참여하길 희망하는 프로그램은 무엇입니까? - 비형식교육 -(1)학력보완교육-8)검정고시 강좌
758,0,0,0,0,문D1(희망여부).앞으로 참여하길 희망하는 프로그램은 무엇입니까? - 비형식교육 -(1)학력보완교육-9)진학 준비 강좌
759,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-1,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-1,0,0,0
760,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)12,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)12,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)12,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)12,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)12
761,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-2,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-2,0,0,0
762,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14
763,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,0
764,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)15,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)15,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)15,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)15,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)15
765,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-3,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-3,0,0,0
766,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)18,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)18,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)18,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)18,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)18
767,0,0,0,문B3-2)프로그램 과거수강경험 여부-2-(5)시민참여교육,0
768,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)19,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)19,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)19,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)19,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)19
769,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-4,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-4,0,0,0
770,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)21,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)21,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)21,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)21,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)21
771,문A2-3) 기관 유형__(6)시민참여교육_2,문A2-3) 기관 유형__(6)시민참여교육_2,문A2-3) 기관 유형__(6)시민참여교육_2,문A2-3) 기관 유형__(6)시민참여교육_2,문A2-3) 기관 유형__(6)시민참여교육_2
772,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-5,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-5,0,0,0
773,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)23,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)23,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)23,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)23,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)23
774,0,0,0,문B3-7)중도 포기여부-2-(5)시민참여교육,0
775,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)24,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)24,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)24,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)24,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)24
776,0,0,0,문B3-8)중도 포기이유-2-(5)시민참여교육,0
777,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)25,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)25,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)25,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)25,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)25
778,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-6,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-6,0,0,0
779,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)27,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)27,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)27,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)27,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)27
780,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-7,문A2-11) 프로그램 불만족 요인(중복응답)__(3)직업능력향상교육_5-7,0,0,0
781,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)29,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)29,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)29,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)29,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)29
782,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_2,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_2,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_2,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_2,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_2
783,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-4
784,문A2-1) 프로그램 유형__(3)직업능력향상교육_6,문A2-1) 프로그램 유형__(3)직업능력향상교육_6,0,0,0
785,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?,문C2) 귀하께서는 작년(교육이나 학습 프로그램의 참여여부와 관계없이)에 참여하고 싶었지만 참여하지 못했던 평생교육 프로그램이 있었습니까?
786,0,0,0,문B3-13)자격증 취득가능여부-2-(5)시민참여교육,0
787,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)1,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)1,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)1,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)1,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)1
788,문A2-2) 프로그램 형태__(3)직업능력향상교육_6,문A2-2) 프로그램 형태__(3)직업능력향상교육_6,0,0,0
789,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)2,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)2,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)2,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)2,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)2
790,문A2-3) 기관 유형__(3)직업능력향상교육_6,문A2-3) 기관 유형__(3)직업능력향상교육_6,0,0,0
791,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)5,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)5,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)5,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)5,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)5
792,문A2-5) 참여목적__(3)직업능력향상교육_6,문A2-5) 참여목적__(3)직업능력향상교육_6,0,0,0
793,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)7,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)7,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)7,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)7,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)7
