"작성자","평점","좋아요","댓글수","리뷰"
"채라니","4.5","0","0","C’est bon, la vie"
"찰스 두더지스키","4.0","0","0","마지막 장을 선택할 수 있다."
"정시영","4.5","0","0","가까이서보면 사랑이지만 멀리서보면 미친 것"
"슈아SHUA","4.0","0","0","처음부터 끝까지 차분하고 조용하고 고요해서, 그의 뒷모습이 나올때마다 왠지 모르게 가슴이 미어져서."
"영화인","3.0","0","0","이제 이런 영화를 그냥 지나칠 수 없는 나이가 되어 서글프다."
"수진","4.0","0","0","끔찍하게 리얼한 현실이 눈을 감고 싶게 만든다."
"구삼0112","4.0","0","0","함부로 어떠한 말도 남기고싶지않다."
"미소","5.0","0","0","갑자기 고장난 문처럼 망각했던 인생의 끝자락은 아무런 경보도 없이 우리를 찾아온다."
"SOO","4.0","0","0","삶의 마지막에서라면 누구나 공감할 보편적 이야기.
이만큼 슬픈 것은 없다."
"그저 재생 누릅니다","3.0","0","0","조금 무서웠다
나라면 어땠을까"
"로옥수","4.0","0","0","집안에 날아든 비둘기를 처리하는 방법이 무엇이 있으랴.
노화와 다가오는 죽음을 대처하는 방법이 무엇이 있으랴.
비둘기는 잡아서 날려보내고, 다가오는 죽음은...

별이 무수했던 시간이지만 죽음은 꽃 같더라"
"Jinsu Jung","3.5","0","0","나의 장애는 앞으로 당신과 함께하지 못한다는 것."
"서연","4.0","0","0","내가 언젠가 마주 볼 미래"
"영인","4.0","0","0","담대해지려했으나
결코 그럴 수 없는 이야기.
23.06.11 왓챠"
"병현","4.0","0","0","정적인 서사와 촬영과 편집 기법. 그리고 사랑 했기에 함께 늙어왔던 정적인 사람들."
"구디","4.0","0","0","최선의 사랑"
"Oh Sinae","5.0","0","0","인간으로 죽을 수 있다는 것은 생각보다 대단한 축복이었다.. 는 생각을 우리 할머니를 보면서 했다. 답답할 만큼 느린 템포에 많은 마음을 녹여낸 영화"
"jh~","5.0","0","0","애정이 돈독한 나이많으신 두부부 아내가 어느날 음악회를 다녀와서 잠깐동안 멍하니  있는증상을 보이다가 결국은 오른쪽 마비가오면서  시작되는  간병  아내는  병원에서 돌아오면서 남편에게 다시는 입원시키지  말아달라는 간곡한부탁을  한다. 남편이 간병하면서  점점 나빠지는 육체 움직임과 정신이온전치않은  아내를  지극히  보살핀다  본인도 행동이  부자연스러운 상태이면서 일주일에 3번 간호사도움 의사와  이발사가 도와주지만 점점 아기가되어가고 밤새자지않구 낮에는자구 음식거부까지한다. 딸은  엄마를 집에둔다고 아버지를  다그치고  물까지거부하던날 굶어죽는거 보고있으라냐면서 억지로 물먹여놨더니 뱉어내자  얼굴을 때린다 스스로  놀라면서  용서하라고 사과한다
아기다루듯 지극히  간병하지만...
충격 -----아내를"
"유보","4.5","0","0","불가피한 절체의 상황에 놓인 가련한 육신의, 언감히 사랑이라 단정지을 수도 없이 처연한 배웅"
"Future","4.5","0","0","영화를 보며 나의 죽음은 어떻게 될까, 하염없이 상상하고 그렸다. 처절하고 슬펐다. 그래도 누군가 정성스럽게 꽃가루를 뿌려준 나의 죽음은 적어도 덜 외롭지 않을까.. 감히 상상한다.
극 중 할아버지를 보며 많은 감정이 들었다. 죽일 만큼 사랑했던 나의 아내. 느닷없이 날아온 비둘기를 담요로 잡아 몇번을 쓰다듬는 모습을 보며, 할머니를 떠나 보내기 까지 얼마나 많은 결심과 다짐 그리고 좌절을 했을지.. 그의 감정이 온전히 전해졌다.

이 영화가 더 울림을 주는 이유는 감독의 촬영 기법이다. 카메라 앵글은 고정되어있고, 인물이 지나가도 그 앵글로 따라가지 않는다. 전혀 친절하지 않은 촬영기법..
극적인 장면에서 어떠한 음악과 클로즈업 또한 없다. 그런 무심하지만 쿨한 촬영덕분에 꾸밈없이 등장인물들의 감정이 세밀하게 다가왔다."
"따빈","5.0","0","0","일생의 끝에서 가장 바라던 것은 그리 대단한 것이 아니었음을 날아들어온 비둘기의 생명을 손에 움켜쥐듯 고귀할 것 같던 인간의 생명 또한 나약하고 불완전하며 결코 특별하지만은 않았다."
"이듬해질녘꽃피는봄","4.5","0","0","불편할정도로 애처롭고 무서울정도로 허망하다."
"김수진","4.5","0","0","나이가 든다는건 어떤것에도 놀라 자빠질것도 슬퍼 사무칠 것도 없다 마주 보고 있으면서도 가슴 속 한 구석에 멍처럼 남아있는 어떤 그리움을 안고 사는것일까"
"송민수","4.0","0","0","그동안 수많은 사랑을 나눴겠지만, 그녀를 향한 그의 가장 큰 사랑은 끝내 그녀를 살인하는 것이다."
"Loro","5.0","0","0","아름다웠다."
"돼지팬클럽","3.5","0","0","매우 잔잔한 영화에 큰 파도가 밀려온다.
삶과 사랑 그리고 죽음"
"hyund","4.0","0","0","그 누가 그에게 돌을 던질 수 있겠는가"
"이창준","4.0","0","0","나날히 짙어가는 시취에 중독되어 죽어가다. 늙어가다."
"dlwogur99","4.5","0","0","배경만 보여준다. 인물은 대사만

멈춰버린 아내
수도꼭지를 잠그다

질병의 부정

정적 연출

보이지 않는 아버지 효과적잉 느낌
끝내 보이는 남편의 얼굴

앞밖에 보지 못하는 아내

춤추듯 휠챠어애서 일어나 의자로 옯긴다
보이지 않는 남편 얼굴

아무말 하지 말아 달라

남편의 얼굴을 보여주디 않는다
어둠속에 표정을 숨기다

살아야 할 이유가 무엇인가
난 당신이 힘든게 싫다

아내와 있을때만 남편의 얼굴이 보인다

질병의 부정

앨범을 본다
화려했던 자신의 과거를 추억한다 현실을 부정한다

하얀색 잠옷은 웨딩드레스이다
둘의 춤사위는 점점 격렬해진다

못 가리는 소변
언어를 잃는다
엄마를 찾는다, 아프다거 외친다

노래를 시도한다
거울을 거부한다

얼굴의 반이 보이지 않는다

폭력

난 그녀를 죽였다. 난 나를 죽였다
세상에 전부였던 너를 죽였다.
꽃보다 아름답다

처음처럼 물을 틀고 꽃을 잘라버린다.
문틈을 빽빽히 막고 편지를 쓴다
빨간 다리의 비둘기

놓아줬던 비둘기를 사냥한다
다시 놓아준다

활짝 열린문

그녀 얼굴엔 줄기없는 꽃만이 있어야한다"
"00","4.0","0","0","지나치게 아무것도 표현하지 않는다.
지루함으로 가득해도 결국은 울수밖에 없는 컨셉이 주는 자신감이 있기 때문일까."
"Sue","3.5","0","0","죽어가는 자와 사랑이 아닐 리 없는 곁에서 같이 살아내는 자의 고통을 응시하는 카메라"
"김주환","5.0","0","0","죽은 시간을 보는게 아닌."
"김동현","4.5","0","0","4.2

<인간의 사랑과 죽음 사이의 고결함 >

잔잔한 호흡 안에 들어있는 사랑과 고결함
죽음을 끝으로도 이 둘은 영원하다

사랑의 끝이 슬픔이라면
그 슬픔은 죽음보다 더욱 잔인하다
너무 아픈 사랑은 사랑이 아니였기를"
"김현수","4.5","0","0","시간이 흐를수록 죄어오는 생의 무게가 보는 이들마저 숨죽이게 만든다."
"조정민","4.0","0","0","존엄사에 대해 다시 생각해보게 만든다. 분명히 사랑하는데. 정말많이 사랑하는데."
"모나도","3.0","0","0","나도 이럴 수 있겠다는 생각에
공포감이 들 정도..
그래서 이런 영화는 나랑 잘 안맞아..

엄마도 아빠도 딸조차도..
나일수 있겠다는..ㅠㅠ"
"ㅁㅎㅇ","4.0","0","0","죽음에 대해 그 어떤 것보다 강렬하고 처절하게 외치지만 그 메아리는 공허하기 짝이 없다."
"심동현","5.0","0","0","삶이란 잔인하기에 둘이서 오래오래 평화롭게 살다가 같은날 함께 눈을 감는 엔딩을 허락하지 않는다."
"조승상","2.5","0","0","몹쓸 병은 강도와 같아서 아무에게나 찾아와 추억과 행복을 훔쳐간다."
"왈왈장중한마무리","4.0","0","0","어떤 삶에서의 진정한 마침표는 자신의 죽음이 아닌 타인의 결심에서 애처롭게 찍힌다."
"Heaven","4.0","0","0","안느를 죽이는 것이 사랑인지, 끝까지 지켜내는 것이 사랑인지에 대한 끝나지 않을 질문을 던진 영화

아무튼 그 질문처럼 생로병사는 반복된다. 떠나간 부모의 자리는 자식으로 대체되고, 사랑인지 아닌지에 대해 사람들이 영원히 떠들어댈 무언가가 인생을 가득 채워낸다

감독도 답을 몰라서 그저 물 위에 꽃을 띄우고 내쫓기 바빴던 비둘기를 가만히 안아보았던 게 아닐까"
"YeonglokMoon","4.5","0","0","이야기가 멈췄고 평생을 사랑한 배우자의 고통에 찬 신음이 잠시 멎고 그 얼굴에 엷은 미소가 보이는, 어쩌면 다시는 찾아오지 않을 찰나의 정적이 찾아왔을 때 할아버지의 얼굴에서 보았던 그 정동은 쉽게 잊혀지지가 않는다

사람의 정동은 대부분 순간에 의존하지만 가끔은 오랜 기간에 지속된 무엇을 전제한다 여기에서의 그것은 오랜 사랑을 전제하는 것이고."
"rosie.j","4.0","0","0","쉬이 설명할 수 없는 막막함, 아픔, 서러움.
그 속에서 묵묵하게 버틸 수 밖에 없는 시간들..
갑자기 창 밖에서 날아들어온 비둘기처럼
누구에게나 갑작스럽게 올 수 있는 일..."
"최유나","4.5","0","0","너무 혼자 다 짊어지려 하지 않았으면 좋겠다
아름답던 사랑이 비극이 되지 않게...."
"이연","4.5","0","0","더 잔혹한 현실"
"lps","4.5","0","0","노인으로써 마지막 삶에 대한 다큐멘터리적 관찰과 무거운 메세지"
"원윤재","4.0","0","0","나이가 들어감에 따라 진한 사랑을 나누는 젊은 커플보다 손을 잡고 걷는 노부부가 더 부러워진다."
"뢰베","4.5","0","0","마지막, 긴 마지막, 어쩔 수 없는 마지막.

강도가 든 거 같은 방. 흩어져 있는 꽃. 침대위에 예쁘게 누워있는 한 할머니.

할아버지와 할머니, 둘이 같이 피아노공연을 본다. 집에서 밥을 먹는 두사람. 아무런 반응을 보이지 않는 할머니. 뭔가 이상하다. 병원에 가본 결과 병원에서는 수술을 실패한다. 찾아ㅗ는 이전 제자들과 딸. 그들의 당황하는 반응, 딸은 힘들어하는 엄마를 보고 당황하고 어쩔 줄을 몰라만하며 죽음은 있어서는 안되는, 퇴색은 이세상에 없는 것으로 간주한다.
점점 더 심해지며 간호인을 들이고 딸애게는 엄마를 숨기고, 간호인을 늘리고, 아내는 점점 정신이 멀어지고 옛날이야기를 또 들려주고 할아버지는 아내를 보낸다. 그리고 함께 집을 나선다.
홀로 남은 딸."
"홍명원","4.0","0","0","탄생이 그렇듯 죽음에도 둘이 필요하다."
"영민","5.0","0","0","잔잔하지만 서늘하고, 사랑을 말하지만 두려움이 압도한다. 삶과 죽음, 그리고 그 사이에 존재하는 늙어감에 대한 생각을 계속 떠오르게 만드는 귀중한 작품."
"서강석","4.0","0","0","치매에 대한 또하나의 마스터피스. 늪에 빠진 것처럼 뻔히 보이는데도 벗어날 수 없는 고통을 들여다보는 건 정말 고통스럽다. 좋은 영화지만 다시보고싶지는 않다."
"치와와","5.0","0","0","이게 영화지"
"리하","4.5","0","0","유능하고 건강하던 젊은 시절을 지나 우아하게 늙어가던 노부부에게 어느 날 불시에 닥친 불행, 그것에 맞서 존엄을 지켜내려는 인간의 처절한 사투를 적나라하게 보여준다. 누구의 잘못도 아닌, 그저 시간이 흘렀기에 자연스레 찾아온 질병이라는 재난 앞에서 속수무책이 될 수밖에 없는 외로운 노년의 사투를 보고 있노라면 가슴이 먹먹해질 수밖에 없다."
".s","4.5","0","0","C'est beau, nos vies. Et je ne pensais pas que c'est facile, mais après avoir regardé ce film, j'ai trové que la vie est très difficile. Très..."
"와즈다","4.5","0","0","언젠가 당신이 환자를 대하듯 똑같이
한 번 당해봐요. 반항도 할 수 없는 상태로 말이오.

누구도 거부할 수 없는, 갑자기, 또 빠르게 찾아오는 그 순간이 내게도 올테지.
그것이 자연의 섭리라면 처연하고 슬프지 않게 마땅히..."
"영화적시점","5.0","0","0","부부란 같은곳을 향해 끝까지 함께 걸어간다는것"
"YW","4.5","0","0","베개로.. 얼마나 지긋지긋 했으면
살기 싫었으면
배우자에게 할 도리는 차고 넘치게 하였고
배우자에게도 차라리 연명은 더 힘든 것일 수도 있을테니"
"찬찬냉면","4.0","0","0","이들의 삶에 외재음은 존재하지 않았다"
"김동식","4.0","0","0","221215 넷플릭스"
"뚱보짱의무비먹방","4.0","0","0","어느 순간 변하는 죽음이라는 가치의 변곡점, 그 순간에 과연 나는."
"카와르","3.5","0","0","삶의 마지막 순간에 인생이 길고 길게
느껴진다는 것은 어떤 기분일까
그 막막함과 고됨이 가슴으로 다가옴"
